Sample,Assay,Day_Post_Stim,Media,Treatment,Fold_Change,Batch,raw_OD,,
916,AR,8,CM,NC10,1.799340556,2,0.191,,
917,AR,8,CM,CTRL,1.351387933,2,0.135,,
918,AR,8,CM,CTRL,1.38742961,2,0.104,,
919,AR,8,CM,CTRL,1.249911366,2,0.102,,
920,AR,8,CM,CTRL,1.331442539,2,0.101,,
921,AR,8,CM,NC10,1.556561086,3,0.172,,
922,AR,8,CM,NC10,0.995475113,3,0.11,,
923,AR,8,CM,NC10,1.185520362,3,0.131,,
924,AR,8,CM,NC10,2.117647059,3,0.234,,
925,AR,8,CM,NC10,1.024166264,4,0.2119,,
926,AR,8,CM,NC10,0.989850169,4,0.2048,,
927,AR,8,CM,NC10,1.227646206,4,0.254,,
928,AR,8,CM,NC10,1.126147898,4,0.233,,
929,AR,8,CM,NC100,2.636834668,2,0.280,,
930,AR,8,CM,NC100,2.677343382,2,0.284,,
931,AR,8,CM,NC100,2.554875177,2,0.271,,
932,AR,8,CM,NC100,2.456900612,2,0.261,,
933,AR,8,CM,NC100,1.176470588,3,0.13,,
934,AR,8,CM,NC100,1.484162896,3,0.164,,
935,AR,8,CM,NC100,1.538461538,3,0.17,,
936,AR,8,CM,NC100,1.592760181,3,0.176,,
937,AR,8,CM,NC100,2.033832769,4,0.4208,,
938,AR,8,CM,NC100,1.023682939,4,0.2118,,
939,AR,8,CM,NC100,0.945384244,4,0.1956,,
940,AR,8,CM,NC100,0.985983567,4,0.204,,
941,AR,8,CM,NC200,1.230769231,3,0.136,,
942,AR,8,CM,NC200,3.158371041,3,0.349,,
943,AR,8,CM,NC200,2,3,0.221,,
944,AR,8,CM,NC200,1.674208145,3,0.185,,
945,AR,8,CM,NC200,1.460125665,4,0.3021,,
946,AR,8,CM,NC200,1.563557274,4,0.3235,,
947,AR,8,CM,NC200,1.666022233,4,0.3447,,
948,AR,8,CM,NC200,1.761720638,4,0.3645,,
949,AR,8,CM,NC200,1.293378444,4,0.2676,,
950,AR,8,CM,NC200,2.332527791,4,0.4826,,
951,AR,8,CM,NC200,1.600289995,4,0.3311,,
952,AR,8,CM,NC200,2.943934268,4,0.6091,,
953,AR,8,CM,P30,1.308525671,2,0.139,,
954,AR,8,CM,P30,1.197362223,2,0.127,,
955,AR,8,CM,P30,1.182289213,2,0.126,,
956,AR,8,CM,P30,1.09373528,2,0.116,,
957,AR,8,CM,P30,0.904977376,3,0.1,,
958,AR,8,CM,P30,0.914027149,3,0.101,,
959,AR,8,CM,P30,#REF!,3,0.345,,
960,AR,8,CM,P30,1.285067873,3,0.142,,
961,AR,8,CM,P30,1.06959884,4,0.2213,,
962,AR,8,CM,P30,1.206863219,4,0.2497,,
963,AR,8,CM,P30,1.312711455,4,0.2716,,
964,AR,8,CM,P30,1.349927501,4,0.2793,,
965,AR,8,CM,P100,1.16627414,2,0.124,,
966,AR,8,CM,P100,1.265190768,2,0.134,,
967,AR,8,CM,P100,1.198304286,2,0.127,,
968,AR,8,CM,P100,1.09656147,2,0.116,,
969,AR,8,CM,P100,1.020782987,4,0.2112,,
970,AR,8,CM,P100,1.06138231,4,0.2196,,
971,AR,8,CM,P100,1.274045433,4,0.2636,,
972,AR,8,CM,P100,1.094731754,4,0.2265,,
973,AR,8,CM,P100,1.085065249,4,0.2245,,
974,AR,8,CM,P100,1.188013533,4,0.2458,,
975,AR,8,CM,P100,1.079265346,4,0.2233,,
976,AR,8,CM,P100,0.994683422,4,0.2058,,
977,AR,8,CM,NC10P30,1.248233632,2,0.133,,
978,AR,8,CM,NC10P30,1.417804993,2,0.151,,
979,AR,8,CM,NC10P30,1.269901083,2,0.135,,
980,AR,8,CM,NC10P30,1.345266133,2,0.143,,
981,AR,8,CM,NC10P30,1.39101015,4,0.2878,,
982,AR,8,CM,NC10P30,1.814403093,4,0.3754,,
983,AR,8,CM,NC10P30,1.575640406,4,0.326,,
984,AR,8,CM,NC10P30,0.927501208,4,0.1919,,
985,AR,8,CM,NC10P30,1.833736104,4,0.3794,,
986,AR,8,CM,NC10P30,1.206863219,4,0.2497,,
987,AR,8,CM,NC10P30,0.941034316,4,0.1947,,
988,AR,8,CM,NC10P30,1.212663122,4,0.2509,,
989,AR,8,CM,NC10P100,1.574187471,2,0.167,,
990,AR,8,CM,NC10P100,1.323598681,2,0.141,,
991,AR,8,CM,NC10P100,1.264248705,2,0.134,,
992,AR,8,CM,NC10P100,1.28403203,2,0.136,,
993,AR,8,CM,NC10P100,1.0439826,4,0.216,,
994,AR,8,CM,NC10P100,0.967133881,4,0.2001,,
995,AR,8,CM,NC10P100,1.083615273,4,0.2242,,
996,AR,8,CM,NC10P100,0.907684872,4,0.1878,,
997,AR,8,CM,NC10P100,0.919284679,4,0.1902,,
998,AR,8,CM,NC10P100,0.836152731,4,0.173,,
999,AR,8,CM,NC10P100,0.894151764,4,0.185,,
1000,AR,8,CM,NC10P100,1.584823586,4,0.3279,,
1001,AR,8,CM,NC100P30,1.658031088,2,0.176,,
1002,AR,8,CM,NC100P30,2.121526142,2,0.225,,
1003,AR,8,CM,NC100P30,2.1149317,2,0.225,,
1004,AR,8,CM,NC100P30,2.118699953,2,0.225,,
1005,AR,8,CM,NC100P30,2.033349444,4,0.4207,,
1006,AR,8,CM,NC100P30,1.624456259,4,0.3361,,
1007,AR,8,CM,NC100P30,1.049782504,4,0.2172,,
1008,AR,8,CM,NC100P30,2.479942001,4,0.5131,,
1009,AR,8,CM,NC100P30,1.442725955,4,0.2985,,
1010,AR,8,CM,NC100P30,1.058965684,4,0.2191,,
1011,AR,8,CM,NC100P30,1.252295795,4,0.2591,,
1012,AR,8,CM,NC100P30,1.055582407,4,0.2184,,
1013,AR,8,CM,NC100P100,1.856806406,2,0.197,,
1014,AR,8,CM,NC100P100,2.094206312,2,0.222,,
1015,AR,8,CM,NC100P100,2.107395195,2,0.224,,
1016,AR,8,CM,NC100P100,2.203485634,2,0.234,,
1017,AR,8,CM,NC100P100,1.798453359,4,0.3721,,
1018,AR,8,CM,NC100P100,1.431126148,4,0.2961,,
1019,AR,8,CM,NC100P100,2.333977767,4,0.4829,,
1020,AR,8,CM,NC100P100,1.422426293,4,0.2943,,
1021,AR,8,CM,NC100P100,1.597873369,4,0.3306,,
1022,AR,8,CM,NC100P100,1.23537941,4,0.2556,,
1023,AR,8,CM,NC100P100,0.866602223,4,0.1793,,
1024,AR,8,CM,NC100P100,1.124697922,4,0.2327,,
1025,AR,8,DM,CTRL,0.938547486,2,0.405,,
1026,AR,8,DM,CTRL,1.650937883,2,0.449,,
1027,AR,8,DM,CTRL,1.862016699,2,0.415,,
1028,AR,8,DM,CTRL,1.873743299,2,0.385,,
1029,AR,8,DM,NC10,1.998427197,2,0.826,,
1030,AR,8,DM,NC10,1.872361019,2,0.774,,
1031,AR,8,DM,NC10,1.941806303,2,0.803,,
1032,AR,8,DM,NC10,1.56167201,2,0.645,,
1033,AR,8,DM,CTRL,0.910835492,3,0.177,,
1034,AR,8,DM,CTRL,1.023181154,3,0.186,,
1035,AR,8,DM,CTRL,0.791062017,3,0.473,,
1036,AR,8,DM,CTRL,0.554919482,3,0.217,,
1037,AR,8,DM,NC10,1.914529915,3,0.504,,
1038,AR,8,DM,NC10,1.720797721,3,0.453,,
1039,AR,8,DM,NC10,2.150047483,3,0.566,,
1040,AR,8,DM,NC10,2.69325736,3,0.709,,
1041,AR,8,DM,CTRL,0.695716394,4,0.2693,,
1042,AR,8,DM,CTRL,0.742011227,4,0.3654,,
1043,AR,8,DM,CTRL,0.695203157,4,0.3904,,
1044,AR,8,DM,CTRL,0.720988024,4,0.332,,
1045,AR,8,DM,NC10,1.829194606,4,0.6206,,
1046,AR,8,DM,NC10,1.830078845,4,0.6209,,
1047,AR,8,DM,NC10,2.15960504,4,0.7327,,
1048,AR,8,DM,NC10,2.19025864,4,0.7431,,
1049,AR,8,DM,NC100,2.84023955,2,1.1738,,
1050,AR,8,DM,NC100,2.803702135,2,1.1587,,
1051,AR,8,DM,NC100,2.674248382,2,1.1052,,
1052,AR,8,DM,NC100,2.135865949,2,0.8827,,
1053,AR,8,DM,NC100,5.652421652,3,1.488,,
1054,AR,8,DM,NC100,4.995251662,3,1.315,,
1055,AR,8,DM,NC100,5.382716049,3,1.417,,
1056,AR,8,DM,NC100,5.538461538,3,1.458,,
1057,AR,8,DM,NC100,6.186721686,4,2.099,,
1058,AR,8,DM,NC100,5.218480584,4,1.7705,,
1059,AR,8,DM,NC100,6.025200796,4,2.0442,,
1060,AR,8,DM,NC100,5.7224965,4,1.9415,,
1061,AR,8,DM,NC200,7.730294397,3,2.035,,
1062,AR,8,DM,NC200,8.463437797,3,2.228,,
1063,AR,8,DM,NC200,7.99620133,3,2.105,,
1064,AR,8,DM,NC200,8.49382716,3,2.236,,
1065,AR,8,DM,NC200,7.891238671,4,2.6773,,
1066,AR,8,DM,NC200,6.066170511,4,2.0581,,
1067,AR,8,DM,NC200,6.255102793,4,2.1222,,
1068,AR,8,DM,NC200,5.514700464,4,1.871,,
1069,AR,8,DM,NC200,5.522363864,4,1.8736,,
1070,AR,8,DM,NC200,5.231154668,4,1.7748,,
1071,AR,8,DM,NC200,6.732591556,4,2.2842,,
1072,AR,8,DM,NC200,7.939577039,4,2.6937,,
1073,AR,8,DM,P30,1.624826084,2,0.672,,
1074,AR,8,DM,P30,1.26501724,2,0.523,,
1075,AR,8,DM,P30,1.325267679,2,0.548,,
1076,AR,8,DM,P30,0.835763112,2,0.345,,
1077,AR,8,DM,P30,0.417853751,3,0.110,,
1078,AR,8,DM,P30,0.596391263,3,0.157,,
1079,AR,8,DM,P30,0.547008547,3,0.144,,
1080,AR,8,DM,P30,0.452041785,3,0.119,,
1081,AR,8,DM,P30,0.740697075,4,0.2513,,
1082,AR,8,DM,P30,0.803183258,4,0.2725,,
1083,AR,8,DM,P30,0.75484489,4,0.2561,,
1084,AR,8,DM,P30,0.847100435,4,0.2874,,
1085,AR,8,DM,P100,1.252918759,2,0.518,,
1086,AR,8,DM,P100,1.177182264,2,0.487,,
1087,AR,8,DM,P100,1.395680842,2,0.577,,
1088,AR,8,DM,P100,0.918516726,2,0.380,,
1089,AR,8,DM,P100,1.560091371,4,0.5293,,
1090,AR,8,DM,P100,1.154225923,4,0.3916,,
1091,AR,8,DM,P100,1.094097708,4,0.3712,,
1092,AR,8,DM,P100,1.221133299,4,0.4143,,
1093,AR,8,DM,P100,1.080834132,4,0.3667,,
1094,AR,8,DM,P100,1.146267777,4,0.3889,,
1095,AR,8,DM,P100,1.107066539,4,0.3756,,
1096,AR,8,DM,P100,1.017758456,4,0.3453,,
1097,AR,8,DM,NC10P30,0.993285343,2,0.411,,
1098,AR,8,DM,NC10P30,0.850765229,2,0.352,,
1099,AR,8,DM,NC10P30,0.947553082,2,0.392,,
1100,AR,8,DM,NC10P30,1.246869518,2,0.515,,
1101,AR,8,DM,NC10P30,3.522805983,4,1.1952,,
1102,AR,8,DM,NC10P30,6.124235502,4,2.0778,,
1103,AR,8,DM,NC10P30,2.343526638,4,0.7951,,
1104,AR,8,DM,NC10P30,2.480288851,4,0.8415,,
1105,AR,8,DM,NC10P30,2.187016432,4,0.742,,
1106,AR,8,DM,NC10P30,2.784761624,4,0.9448,,
1107,AR,8,DM,NC10P30,2.036106403,4,0.6908,,
1108,AR,8,DM,NC10P30,1.869280083,4,0.6342,,
1109,AR,8,DM,NC10P100,0.898433247,2,0.371,,
1110,AR,8,DM,NC10P100,0.752767528,2,0.311,,
1111,AR,8,DM,NC10P100,0.749379953,2,0.310,,
1112,AR,8,DM,NC10P100,1.303006473,2,0.539,,
1113,AR,8,DM,NC10P100,5.048412055,4,1.7128,,
1114,AR,8,DM,NC10P100,3.242797141,4,1.1002,,
1115,AR,8,DM,NC10P100,3.352442709,4,1.1374,,
1116,AR,8,DM,NC10P100,4.094613514,4,1.3892,,
1117,AR,8,DM,NC10P100,3.010537175,4,1.0214,,
1118,AR,8,DM,NC10P100,2.434897944,4,0.8261,,
1119,AR,8,DM,NC10P100,2.850490015,4,0.9671,,
1120,AR,8,DM,NC10P100,2.211480363,4,0.7503,,
1121,AR,8,DM,NC100P30,3.352489263,2,1.386,,
1122,AR,8,DM,NC100P30,3.43959833,2,1.422,,
1123,AR,8,DM,NC100P30,3.409352126,2,1.409,,
1124,AR,8,DM,NC100P30,3.21577642,2,1.329,,
1125,AR,8,DM,NC100P30,3.131677842,4,1.0625,,
1126,AR,8,DM,NC100P30,3.899196817,4,1.3229,,
1127,AR,8,DM,NC100P30,3.995873554,4,1.3557,,
1128,AR,8,DM,NC100P30,3.797214649,4,1.2883,,
1129,AR,8,DM,NC100P30,3.672831774,4,1.2461,,
1130,AR,8,DM,NC100P30,3.90656547,4,1.3254,,
1131,AR,8,DM,NC100P30,3.919829047,4,1.3299,,
1132,AR,8,DM,NC100P30,4.486625893,4,1.5222,,
1133,AR,8,DM,NC100P100,4.030730143,2,1.666,,
1134,AR,8,DM,NC100P100,4.436997157,2,1.834,,
1135,AR,8,DM,NC100P100,4.394410501,2,1.816,,
1136,AR,8,DM,NC100P100,4.114451636,2,1.700,,
1137,AR,8,DM,NC100P100,3.709675042,4,1.2586,,
1138,AR,8,DM,NC100P100,3.4334979,4,1.1649,,
1139,AR,8,DM,NC100P100,3.182668926,4,1.0798,,
1140,AR,8,DM,NC100P100,4.622503869,4,1.5683,,
1141,AR,8,DM,NC100P100,4.012674084,4,1.3614,,
1142,AR,8,DM,NC100P100,2.878785646,4,0.9767,,
1143,AR,8,DM,NC100P100,3.192985042,4,1.0833,,
1144,AR,8,DM,NC100P100,3.690221796,4,1.252,,
1145,AR,14,CM,CTRL,1.215814697,2,0.238,,
1146,AR,14,CM,CTRL,1.092273139,2,0.204,,
1147,AR,14,CM,CTRL,1.202365983,2,0.281,,
1148,AR,14,CM,CTRL,1.190825577,2,0.312,,
1149,AR,14,CM,NC10,0.842430683,2,0.218,,
1150,AR,14,CM,NC10,0.950632789,2,0.246,,
1151,AR,14,CM,NC10,1.580523621,2,0.409,,
1152,AR,14,CM,NC10,0.861752488,2,0.223,,
1153,AR,14,CM,CTRL,5.364073714,3,0.194,,
1154,AR,14,CM,CTRL,4.656411371,3,0.153,,
1155,AR,14,CM,CTRL,3.340617737,3,0.139,,
1156,AR,14,CM,CTRL,3.705222888,3,0.148,,
1157,AR,14,CM,NC10,1.829652997,3,0.29,,
1158,AR,14,CM,NC10,0.895899054,3,0.142,,
1159,AR,14,CM,NC10,0.921135647,3,0.146,,
1160,AR,14,CM,NC10,1.129337539,3,0.179,,
1161,AR,14,CM,CTRL,1.054446112,4,0.2526,,
1162,AR,14,CM,CTRL,0.745951192,4,0.2632,,
1163,AR,14,CM,CTRL,0.841761436,4,0.2512,,
1164,AR,14,CM,CTRL,1.399513933,4,0.2293,,
1165,AR,14,CM,NC10,1.057111312,4,0.2633,,
1166,AR,14,CM,NC10,0.944695373,4,0.2353,,
1167,AR,14,CM,NC10,1.198835692,4,0.2986,,
1168,AR,14,CM,NC10,1.259058517,4,0.3136,,
1169,AR,14,CM,NC100,1.151579558,2,0.298,,
1170,AR,14,CM,NC100,1.170901362,2,0.303,,
1171,AR,14,CM,NC100,1.105207226,2,0.286,,
1172,AR,14,CM,NC100,1.268138801,3,0.201,,
1173,AR,14,CM,NC100,1.413249211,3,0.224,,
1174,AR,14,CM,NC100,1.249211356,3,0.198,,
1175,AR,14,CM,NC100,1.438485804,3,0.228,,
1176,AR,14,CM,NC100,0.901736425,4,0.2246,,
1177,AR,14,CM,NC100,0.903743852,4,0.2251,,
1178,AR,14,CM,NC100,0.902940881,4,0.2249,,
1179,AR,14,CM,NC100,1.41563786,4,0.3526,,
1180,AR,14,CM,NC200,1.280757098,3,0.203,,
1181,AR,14,CM,NC200,3.305993691,3,0.524,,
1182,AR,14,CM,NC200,1.728706625,3,0.274,,
1183,AR,14,CM,NC200,1.41955836,3,0.225,,
1184,AR,14,CM,NC200,1.049081602,4,0.2613,,
1185,AR,14,CM,NC200,1.471042859,4,0.3664,,
1186,AR,14,CM,NC200,1.030211784,4,0.2566,,
1187,AR,14,CM,NC200,1.275920907,4,0.3178,,
1188,AR,14,CM,NC200,1.151460403,4,0.2868,,
1189,AR,14,CM,NC200,1.261467429,4,0.3142,,
1190,AR,14,CM,NC200,1.993776975,4,0.4966,,
1191,AR,14,CM,NC200,1.305229349,4,0.3251,,
1192,AR,14,CM,P30,0.946768428,2,0.245,,
1193,AR,14,CM,P30,0.854023766,2,0.221,,
1194,AR,14,CM,P30,0.80126183,3,0.127,,
1195,AR,14,CM,P30,1.047318612,3,0.166,,
1196,AR,14,CM,P30,1.741324921,3,0.276,,
1197,AR,14,CM,P30,1.331230284,3,0.211,,
1198,AR,14,CM,P30,1.070360333,4,0.2666,,
1199,AR,14,CM,P30,1.117735622,4,0.2784,,
1200,AR,14,CM,P30,0.93867309,4,0.2338,,
1201,AR,14,CM,P30,0.980026097,4,0.2441,,
1202,AR,14,CM,P100,0.819244517,2,0.212,,
1203,AR,14,CM,P100,0.973818955,2,0.252,,
1204,AR,14,CM,P100,0.942904067,2,0.244,,
1205,AR,14,CM,P100,0.888803014,2,0.230,,
1206,AR,14,CM,P100,0.951922112,4,0.2371,,
1207,AR,14,CM,P100,0.868413129,4,0.2163,,
1208,AR,14,CM,P100,1.050286058,4,0.2616,,
1209,AR,14,CM,P100,1.013349393,4,0.2524,,
1210,AR,14,CM,P100,1.224932249,4,0.3051,,
1211,AR,14,CM,P100,1.216501054,4,0.303,,
1212,AR,14,CM,P100,0.916189903,4,0.2282,,
1213,AR,14,CM,P100,0.998895915,4,0.2488,,
1214,AR,14,CM,NC10P30,0.846295044,2,0.219,,
1215,AR,14,CM,NC10P30,1.062699256,2,0.275,,
1216,AR,14,CM,NC10P30,0.908124819,2,0.235,,
1217,AR,14,CM,NC10P30,0.973818955,2,0.252,,
1218,AR,14,CM,NC10P30,1.014955335,4,0.2528,,
1219,AR,14,CM,NC10P30,0.898926026,4,0.2239,,
1220,AR,14,CM,NC10P30,0.936264177,4,0.2332,,
1221,AR,14,CM,NC10P30,0.969587474,4,0.2415,,
1222,AR,14,CM,NC10P30,0.822643782,4,0.2049,,
1223,AR,14,CM,NC10P30,0.803372478,4,0.2001,,
1224,AR,14,CM,NC10P30,0.948308742,4,0.2362,,
1225,AR,14,CM,NC10P30,0.952323597,4,0.2372,,
1226,AR,14,CM,NC10P100,0.962225872,2,0.249,,
1227,AR,14,CM,NC10P100,1.128393392,2,0.292,,
1228,AR,14,CM,NC10P100,1.027920008,2,0.266,,
1229,AR,14,CM,NC10P100,0.935175345,2,0.242,,
1230,AR,14,CM,NC10P100,1.252634749,4,0.312,,
1231,AR,14,CM,NC10P100,1.161096055,4,0.2892,,
1232,AR,14,CM,NC10P100,1.195623808,4,0.2978,,
1233,AR,14,CM,NC10P100,1.208872829,4,0.3011,,
1234,AR,14,CM,NC10P100,1.053899428,4,0.2625,,
1235,AR,14,CM,NC10P100,1.748067851,4,0.4354,,
1236,AR,14,CM,NC10P100,1.014553849,4,0.2527,,
1237,AR,14,CM,NC10P100,1.071163304,4,0.2668,,
1238,AR,14,CM,NC100P30,1.28683219,2,0.333,,
1239,AR,14,CM,NC100P30,0.838566322,2,0.217,,
1240,AR,14,CM,NC100P30,0.811515796,2,0.210,,
1241,AR,14,CM,NC100P30,1.01897019,4,0.2538,,
1242,AR,14,CM,NC100P30,0.900531968,4,0.2243,,
1243,AR,14,CM,NC100P30,0.98685135,4,0.2458,,
1244,AR,14,CM,NC100P30,0.908160193,4,0.2262,,
1245,AR,14,CM,NC100P30,1.010137509,4,0.2516,,
1246,AR,14,CM,NC100P30,0.891699287,4,0.2221,,
1247,AR,14,CM,NC100P30,0.912978019,4,0.2274,,
1248,AR,14,CM,NC100P30,0.996085516,4,0.2481,,
1249,AR,14,CM,NC100P100,0.985412037,2,0.255,,
1250,AR,14,CM,NC100P100,1.379576852,2,0.357,,
1251,AR,14,CM,NC100P100,0.942904067,2,0.244,,
1252,AR,14,CM,NC100P100,1.03564873,2,0.268,,
1253,AR,14,CM,NC100P100,0.850346281,4,0.2118,,
1254,AR,14,CM,NC100P100,0.961959249,4,0.2396,,
1255,AR,14,CM,NC100P100,0.927030011,4,0.2309,,
1256,AR,14,CM,NC100P100,1.030613269,4,0.2567,,
1257,AR,14,CM,NC100P100,0.876844324,4,0.2184,,
1258,AR,14,CM,NC100P100,0.788919,4,0.1965,,
1259,AR,14,CM,NC100P100,0.94228646,4,0.2347,,
1260,AR,14,CM,NC100P100,0.91016762,4,0.2267,,
1261,AR,14,DM,CTRL,1.094397882,2,0.743,,
1262,AR,14,DM,CTRL,1.082670945,2,1.486,,
1263,AR,14,DM,CTRL,1.515739323,2,1.877,,
1264,AR,14,DM,CTRL,1.035967492,2,1.787,,
1265,AR,14,DM,NC10,1.812998473,2,2.671,,
1266,AR,14,DM,NC10,1.889699644,2,2.784,,
1267,AR,14,DM,NC10,1.46818259,2,2.163,,
1268,AR,14,DM,NC10,1.9311047,2,2.845,,
1269,AR,14,DM,CTRL,0.533691037,3,0.559,,
1270,AR,14,DM,CTRL,0.454063585,3,0.366,,
1271,AR,14,DM,CTRL,0.408532484,3,0.581,,
1272,AR,14,DM,CTRL,0.487952031,3,0.534,,
1273,AR,14,DM,NC10,2.67254902,3,1.363,,
1274,AR,14,DM,NC10,1.217647059,3,0.621,,
1275,AR,14,DM,NC10,0.784313725,3,0.4,,
1276,AR,14,DM,NC10,1.782352941,3,0.909,,
1277,AR,14,DM,CTRL,0.581235887,4,0.4817,,
1278,AR,14,DM,CTRL,1.017193863,4,0.5189,,
1279,AR,14,DM,CTRL,1.060227523,4,0.5396,,
1280,AR,14,DM,CTRL,0.823732806,4,0.6649,,
1281,AR,14,DM,NC10,2.291596753,4,1.2633,,
1282,AR,14,DM,NC10,2.405333091,4,1.326,,
1283,AR,14,DM,NC10,2.286699016,4,1.2606,,
1284,AR,14,DM,NC10,2.07863589,4,1.1459,,
1285,AR,14,DM,NC100,2.0641439,2,3.041,,
1286,AR,14,DM,NC100,2.003733243,2,2.952,,
1287,AR,14,DM,NC100,2.126590871,2,3.133,,
1288,AR,14,DM,NC100,2.088579671,2,3.077,,
1289,AR,14,DM,NC100,5.125490196,3,2.614,,
1290,AR,14,DM,NC100,5.056862745,3,2.579,,
1291,AR,14,DM,NC100,4.582352941,3,2.337,,
1292,AR,14,DM,NC100,4.903921569,3,2.501,,
1293,AR,14,DM,NC100,5.404562151,4,2.9794,,
1294,AR,14,DM,NC100,5.222257494,4,2.8789,,
1295,AR,14,DM,NC100,5.152963584,4,2.8407,,
1296,AR,14,DM,NC100,4.923314135,4,2.7141,,
1297,AR,14,DM,NC200,5.784313725,3,2.95,,
1298,AR,14,DM,NC200,6.054901961,3,3.088,,
1299,AR,14,DM,NC200,5.694117647,3,2.904,,
1300,AR,14,DM,NC200,5.566666667,3,2.839,,
1301,AR,14,DM,NC200,5.986848669,4,3.3004,,
1302,AR,14,DM,NC200,4.508457666,4,2.4854,,
1303,AR,14,DM,NC200,4.879053104,4,2.6897,,
1304,AR,14,DM,NC200,4.725046483,4,2.6048,,
1305,AR,14,DM,NC200,5.426874065,4,2.9917,,
1306,AR,14,DM,NC200,4.881411274,4,2.691,,
1307,AR,14,DM,NC200,5.213731804,4,2.8742,,
1308,AR,14,DM,NC200,5.453176727,4,3.0062,,
1309,AR,14,DM,P30,1.038520278,2,1.53,,
1310,AR,14,DM,P30,0.956388936,2,1.409,,
1311,AR,14,DM,P30,1.097573392,2,1.617,,
1312,AR,14,DM,P30,1.621584931,2,2.389,,
1313,AR,14,DM,P30,1.180392157,3,0.602,,
1314,AR,14,DM,P30,0.5,3,0.255,,
1315,AR,14,DM,P30,0.898039216,3,0.458,,
1316,AR,14,DM,P30,0.77254902,3,0.394,,
1317,AR,14,DM,P30,1.295360755,4,0.7141,,
1318,AR,14,DM,P30,1.155684549,4,0.6371,,
1319,AR,14,DM,P30,1.125935332,4,0.6207,,
1320,AR,14,DM,P30,0.994059226,4,0.548,,
1321,AR,14,DM,P100,1.095537078,2,1.614,,
1322,AR,14,DM,P100,0.868827422,2,1.28,,
1323,AR,14,DM,P100,0.918377736,2,1.353,,
1324,AR,14,DM,P100,1.33989479,2,1.974,,
1325,AR,14,DM,P100,1.177815065,4,0.6493,,
1326,AR,14,DM,P100,1.166387012,4,0.643,,
1327,AR,14,DM,P100,1.174368509,4,0.6474,,
1328,AR,14,DM,P100,1.183438393,4,0.6524,,
1329,AR,14,DM,P100,1.197950206,4,0.6604,,
1330,AR,14,DM,P100,1.230964582,4,0.6786,,
1331,AR,14,DM,P100,1.277765181,4,0.7044,,
1332,AR,14,DM,P100,1.165661421,4,0.6426,,
1333,AR,14,DM,NC10P30,1.169523163,2,1.723,,
1334,AR,14,DM,NC10P30,0.970643136,2,1.43,,
1335,AR,14,DM,NC10P30,0.942134736,2,1.388,,
1336,AR,14,DM,NC10P30,1.183098592,2,1.743,,
1337,AR,14,DM,NC10P30,1.414357626,4,0.7797,,
1338,AR,14,DM,NC10P30,1.899233595,4,1.047,,
1339,AR,14,DM,NC10P30,2.248786903,4,1.2397,,
1340,AR,14,DM,NC10P30,1.953471498,4,1.0769,,
1341,AR,14,DM,NC10P30,#REF!,4,1.6726,,
1342,AR,14,DM,NC10P30,2.027844542,4,1.1179,,
1343,AR,14,DM,NC10P30,1.954741282,4,1.0776,,
1344,AR,14,DM,NC10P30,1.567457258,4,0.8641,,
1345,AR,14,DM,NC10P100,1.091464449,2,1.608,,
1346,AR,14,DM,NC10P100,0.933989479,2,1.376,,
1347,AR,14,DM,NC10P100,0.881045308,2,1.298,,
1348,AR,14,DM,NC10P100,1.077210249,2,1.587,,
1349,AR,14,DM,NC10P100,1.423790304,4,0.7849,,
1350,AR,14,DM,NC10P100,1.653076958,4,0.9113,,
1351,AR,14,DM,NC10P100,1.45136275,4,0.8001,,
1352,AR,14,DM,NC10P100,1.527186976,4,0.8419,,
1353,AR,14,DM,NC10P100,1.568001451,4,0.8644,,
1354,AR,14,DM,NC10P100,1.294997959,4,0.7139,,
1355,AR,14,DM,NC10P100,1.307151603,4,0.7206,,
1356,AR,14,DM,NC10P100,1.594666909,4,0.8791,,
1357,AR,14,DM,NC100P30,2.297641269,2,3.385,,
1358,AR,14,DM,NC100P30,2.363482097,2,3.482,,
1359,AR,14,DM,NC100P30,2.153062956,2,3.172,,
1360,AR,14,DM,NC100P30,2.058713728,2,3.033,,
1361,AR,14,DM,NC100P30,2.878781008,4,1.587,,
1362,AR,14,DM,NC100P30,2.513264705,4,1.3855,,
1363,AR,14,DM,NC100P30,2.879506598,4,1.5874,,
1364,AR,14,DM,NC100P30,2.745090926,4,1.5133,,
1365,AR,14,DM,NC100P30,2.729672124,4,1.5048,,
1366,AR,14,DM,NC100P30,3.137816879,4,1.7298,,
1367,AR,14,DM,NC100P100,2.328864755,2,3.431,,
1368,AR,14,DM,NC100P100,2.182250127,2,3.215,,
1369,AR,14,DM,NC100P100,2.19311047,2,3.231,,
1370,AR,14,DM,NC100P100,2.232479213,2,3.289,,
1371,AR,14,DM,NC100P100,1.70658927,4,0.9408,,
1372,AR,14,DM,NC100P100,2.371411727,4,1.3073,,
1373,AR,14,DM,NC100P100,2.620652125,4,1.4447,,
1374,AR,14,DM,NC100P100,1.189061721,4,0.6555,,
1375,AR,14,DM,NC100P100,2.402430729,4,1.3244,,
1376,AR,14,DM,NC100P100,2.496576119,4,1.3763,,
